Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R000315,"Favazza, John F",Manis Canning & Associates,Junior Achievement of Central Maryland,11/01/19-10/31/20
R000317,"Favazza, John F",Manis Canning & Associates,Maryland Academy of Advanced Practice Clinicians,11/01/19-10/31/20
R000328,"Favazza, John F",Manis Canning & Associates,Maryland Patient Care and Access Coalition,11/01/19-10/31/20
R000345,"Favazza, John F",Manis Canning & Associates,"Toyota Motor North America, Inc.",01/20/20-10/31/20
R000347,"Favazza, John F",Manis Canning & Associates,Washington County Community Coalition,11/01/19-10/31/20
R008284,"Favazza, John F",Manis Canning & Associates,"Maryland Jockey Club (Pimlico, Laurel and Rosecroft Racetracks)",11/01/21-10/31/22
R008933,"Favazza, John F",Manis Canning & Associates,Clearview AI,11/01/21-10/31/22
R008274,"Favazza, John F",Manis Canning & Associates,Maryland Academy of Advanced Practice Clinicians,11/01/21-10/31/22
R008099,"Favazza, John F",Manis Canning & Associates,Maryland Orthopaedic Association,11/15/21-10/31/22
R008098,"Favazza, John F",Manis Canning & Associates,"Maryland Beer Wholesalers Association, Inc.",11/01/21-10/31/22
R011629,"Favazza, John F",Manis Canning & Associates,Sirius XM Radio Inc.,02/11/22-10/31/22
R008115,"Favazza, John F",Manis Canning & Associates,RSM US LLP,11/01/21-10/31/22
R008079,"Favazza, John F",Manis Canning & Associates,Alkermes,11/23/21-10/31/22
R008089,"Favazza, John F",Manis Canning & Associates,"CBAC Gaming, LLC (Horseshoe Casino)",11/01/21-10/31/22
R008285,"Favazza, John F",Manis Canning & Associates,Teach for America,11/23/21-10/31/22
R008094,"Favazza, John F",Manis Canning & Associates,Service Properties Trust,11/15/21-10/31/22
R008085,"Favazza, John F",Manis Canning & Associates,Baltimore Ravens,11/15/21-10/31/22
R008121,"Favazza, John F",Manis Canning & Associates,Under Armour,11/15/21-10/31/22
R004282,"Favazza, John F",Manis Canning & Associates,Chesapeake Urology Associates,11/01/20-10/31/21
R012237,"Favazza, John F",Manis Canning & Associates,"Constellation Energy Generation, LLC",12/07/22-10/31/23
R012489,"Favazza, John F",Manis Canning & Associates,Maryland Wholesale Medical Cannabis Trade Association,11/01/22-10/31/23
R012239,"Favazza, John F",Manis Canning & Associates,Holcim Participations (US) Inc.,11/01/22-10/31/23
R012254,"Favazza, John F",Manis Canning & Associates,RAI Services Company,11/01/22-10/31/23
R016252,"Favazza, John F",Manis Canning & Associates,"Historic Annapolis, Inc.",01/30/23-10/31/23
R012245,"Favazza, John F",Manis Canning & Associates,Maryland Orthopaedic Association,11/01/22-10/31/23
R012246,"Favazza, John F",Manis Canning & Associates,Maryland Patient Care and Access Coalition,11/01/22-10/31/23
R012247,"Favazza, John F",Manis Canning & Associates,"Maryland Works, Inc.",11/01/22-10/31/23
R012232,"Favazza, John F",Manis Canning & Associates,"CBAC Gaming, LLC (Horseshoe Casino)",11/01/22-10/31/23
R012253,"Favazza, John F",Manis Canning & Associates,Pfizer Inc.,11/01/22-10/31/23
R015666,"Favazza, John F",Manis Canning & Associates,Under Armour,01/02/23-10/31/23
R021722,"Favazza, John F",Manis Canning & Associates,"CBAC Gaming, LLC (Horseshoe Casino)",11/01/24-10/31/25
R021728,"Favazza, John F",Manis Canning & Associates,Johns Hopkins,11/01/24-10/31/25
R016932,"Favazza, John F",Manis Canning & Associates,Alkermes,11/06/23-10/31/24
R016960,"Favazza, John F",Manis Canning & Associates,Maryland Academy of Advanced Practice Clinicians,11/06/23-10/31/24
R021626,"Favazza, John F",Manis Canning & Associates,Licensed Clinical Professional Counselors of Maryland,08/21/24-10/31/24
R017523,"Favazza, John F",Manis Canning & Associates,"Sagamore Whiskey, LLC",11/13/23-10/31/24
R012428,"Favazza, John F",Manis Canning & Associates,"Constellation Energy Generation, LLC",12/04/23-10/31/24
R016930,"Favazza, John F",Manis Canning & Associates,"Adventist HealthCare, Inc.",11/13/23-10/31/24
R016999,"Favazza, John F",Manis Canning & Associates,"Hikma Specialty USA, Inc. c/o Velocity BioGroup",11/13/23-10/31/24
R016982,"Favazza, John F",Manis Canning & Associates,Parsons Transportation Group Inc.,11/06/23-10/31/24
R017001,"Favazza, John F",Manis Canning & Associates,Washington Suburban Sanitary Commission,12/12/23-10/31/24
R016994,"Favazza, John F",Manis Canning & Associates,"Northeast Maglev, LLC, The",11/13/23-10/31/24
R016986,"Favazza, John F",Manis Canning & Associates,RAI Services Company,11/06/23-10/31/24
R021720,"Favazza, John F",Manis Canning & Associates,Boys & Girls Clubs of America,11/18/24-10/31/25
R021848,"Favazza, John F",Manis Canning & Associates,Compass Pathways,11/18/24-10/31/25
R022382,"Favazza, John F",Manis Canning & Associates,Prince George's County Public Schools,11/18/24-10/31/25
R022827,"Favazza, John F",Manis Canning & Associates,Entertainment Software Association,11/18/24-10/31/25
R012234,"Favazza, John F",Manis Canning & Associates,Cigna,12/07/22-10/31/23
R022972,"Favazza, John F",Manis Canning & Associates,Washington County Community Coalition,11/18/24-10/31/25
R025978,"Favazza, John F",Manis Canning & Associates,"Advanced RX Management, LLC",03/28/25-10/31/25
R000288,"Favazza, John F",Manis Canning & Associates,"Adventist HealthCare, Inc.",11/01/19-10/31/20
R000313,"Favazza, John F",Manis Canning & Associates,Entertainment Software Association,11/01/19-10/31/20
R000327,"Favazza, John F",Manis Canning & Associates,Maryland Orthopaedic Association,11/18/19-10/31/20
R000331,"Favazza, John F",Manis Canning & Associates,Mid-Atlantic NATO,11/01/19-08/10/20
R000341,"Favazza, John F",Manis Canning & Associates,Teach for America,12/16/19-10/31/20
R002432,"Favazza, John F",Manis Canning & Associates,Baltimore Urban Revitalization LLC,01/20/20-10/31/20
R003943,"Favazza, John F",Manis Canning & Associates,Chesapeake Bayhawks,06/04/20-10/31/20
R004271,"Favazza, John F",Manis Canning & Associates,BMG Money,11/17/20-10/31/21
R004289,"Favazza, John F",Manis Canning & Associates,Exelon Corporation,11/01/20-10/31/21
R004305,"Favazza, John F",Manis Canning & Associates,Maryland Orthopaedic Association,12/07/20-10/31/21
R004306,"Favazza, John F",Manis Canning & Associates,Maryland Patient Care and Access Coalition,11/01/20-10/31/21
R004307,"Favazza, John F",Manis Canning & Associates,"Maryland Works, Inc.",12/14/20-10/31/21
R004312,"Favazza, John F",Manis Canning & Associates,NaphCare Inc.,11/01/20-10/31/21
R004313,"Favazza, John F",Manis Canning & Associates,Northrop Grumman Corporation,11/17/20-10/31/21
R004357,"Favazza, John F",Manis Canning & Associates,Under Armour,11/01/20-10/31/21
R004360,"Favazza, John F",Manis Canning & Associates,Washington County Community Coalition,11/01/20-10/31/21
R008122,"Favazza, John F",Manis Canning & Associates,Washington County Community Coalition,11/01/21-10/31/22
R008078,"Favazza, John F",Manis Canning & Associates,"FRAPORT Maryland, Inc.",11/15/21-10/31/22
R010690,"Favazza, John F",Manis Canning & Associates,Industrial Logistics Properties Trust,11/15/21-10/31/22
R008092,"Favazza, John F",Manis Canning & Associates,Delmarva Chicken Association,11/01/21-10/31/22
R008283,"Favazza, John F",Manis Canning & Associates,Johns Hopkins,11/01/21-10/31/22
R008103,"Favazza, John F",Manis Canning & Associates,Maryland Wholesale Medical Cannabis Trade Association,11/01/21-10/31/22
R008282,"Favazza, John F",Manis Canning & Associates,Exelon Corporation,11/15/21-10/31/22
R008087,"Favazza, John F",Manis Canning & Associates,BMG Money,11/01/21-10/31/22
R011544,"Favazza, John F",Manis Canning & Associates,Avail,02/01/22-10/31/22
R011559,"Favazza, John F",Manis Canning & Associates,"Phantom Fireworks Showrooms, LLC",01/31/22-10/31/22
R008114,"Favazza, John F",Manis Canning & Associates,RAI Services Company,11/01/21-10/31/22
R008088,"Favazza, John F",Manis Canning & Associates,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",12/07/21-10/31/22
R008967,"Favazza, John F",Manis Canning & Associates,"United Rentals c/o MultiState Associates, Inc.",11/01/21-10/31/22
R017014,"Favazza, John F",Manis Canning & Associates,Baltimore Cyber Range LLC dba BCR Cyber,08/31/23-10/31/23
R012255,"Favazza, John F",Manis Canning & Associates,RSM US LLP,12/07/22-10/31/23
R012262,"Favazza, John F",Manis Canning & Associates,"Hikma Specialty USA, Inc. c/o Velocity BioGroup",11/01/22-10/31/23
R016559,"Favazza, John F",Manis Canning & Associates,Council for Responsible Nutrition,03/08/23-10/31/23
R012233,"Favazza, John F",Manis Canning & Associates,"Chesapeake Urology Associates, LLC",11/01/22-10/31/23
R012227,"Favazza, John F",Manis Canning & Associates,Baltimore Ravens,01/02/23-10/31/23
R012429,"Favazza, John F",Manis Canning & Associates,Junior Achievement of Central Maryland,11/01/22-10/31/23
R012219,"Favazza, John F",Manis Canning & Associates,"Adventist HealthCare, Inc.",11/01/22-10/31/23
R012257,"Favazza, John F",Manis Canning & Associates,"Synergics Wind Energy, LLC",11/01/22-10/31/23
R012228,"Favazza, John F",Manis Canning & Associates,Baltimore Urban Revitalization LLC,12/07/22-10/31/23
R012426,"Favazza, John F",Manis Canning & Associates,Alkermes,11/01/22-10/31/23
R012235,"Favazza, John F",Manis Canning & Associates,Entertainment Software Association,12/07/22-10/31/23
R012251,"Favazza, John F",Manis Canning & Associates,"Parsons Transportation Group, Inc.",12/07/22-10/31/23
R016998,"Favazza, John F",Manis Canning & Associates,United Rentals c/o MultiState Associates LLC,11/13/23-12/31/23
R021718,"Favazza, John F",Manis Canning & Associates,Baltimore Ravens,11/01/24-10/31/25
R021721,"Favazza, John F",Manis Canning & Associates,Cable Telecommunications Association of Maryland and Delaware,11/01/24-10/31/25
R021729,"Favazza, John F",Manis Canning & Associates,Maryland Association of Certified Public Accountants,11/01/24-10/31/25
R021735,"Favazza, John F",Manis Canning & Associates,Northrop Grumman Corporation,11/01/24-10/31/25
R021852,"Favazza, John F",Manis Canning & Associates,Junior Achievement of Central Maryland,11/01/24-10/31/25
R022847,"Favazza, John F",Manis Canning & Associates,Holcim Participations (US) Inc.,11/01/24-10/31/25
R021732,"Favazza, John F",Manis Canning & Associates,"Maryland Works, Inc.",11/01/24-10/31/25
R021856,"Favazza, John F",Manis Canning & Associates,Maryland Wholesale Cannabis Trade Association,11/11/24-10/31/25
R021725,"Favazza, John F",Manis Canning & Associates,Council for Responsible Nutrition,11/11/24-10/31/25
R021855,"Favazza, John F",Manis Canning & Associates,Maryland Orthopaedic Association,11/04/24-10/31/25
R021734,"Favazza, John F",Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland",11/04/24-10/31/25
R016942,"Favazza, John F",Manis Canning & Associates,Cable Telecommunications Association of Maryland and Delaware,11/06/23-10/31/24
R016961,"Favazza, John F",Manis Canning & Associates,Maryland Association of Certified Public Accountants,11/01/23-10/31/24
R016953,"Favazza, John F",Manis Canning & Associates,Entertainment Software Association,12/04/23-10/31/24
R021124,"Favazza, John F",Manis Canning & Associates,Service Properties Trust,02/15/24-10/31/24
R017529,"Favazza, John F",Manis Canning & Associates,Maryland Jockey Club,11/06/23-10/31/24
R016936,"Favazza, John F",Manis Canning & Associates,Baltimore Ravens,11/10/23-10/31/24
R021265,"Favazza, John F",Manis Canning & Associates,Maryland Transportation Policy Coalition,03/11/24-10/31/24
R016940,"Favazza, John F",Manis Canning & Associates,"Baltimore Washington Rapid Rail, LLC",11/13/23-10/31/24
R016952,"Favazza, John F",Manis Canning & Associates,Council for Responsible Nutrition,11/13/23-10/31/24
R016996,"Favazza, John F",Manis Canning & Associates,"Toyota Motor North America, Inc.",12/04/23-10/31/24
R021719,"Favazza, John F",Manis Canning & Associates,"Baltimore Washington Rapid Rail, LLC",11/18/24-10/31/25
R021716,"Favazza, John F",Manis Canning & Associates,American Chemistry Council,11/18/24-10/31/25
R021857,"Favazza, John F",Manis Canning & Associates,Parsons Transportation Group Inc.,11/18/24-10/31/25
R021723,"Favazza, John F",Manis Canning & Associates,"Chesapeake Urology Associates, LLC",11/20/24-10/31/25
R024481,"Favazza, John F",Manis Canning & Associates,Pfizer Inc.,11/18/24-10/31/25
R008091,"Favazza, John F",Manis Canning & Associates,Cigna,11/15/21-10/31/22
R025425,"Favazza, John F",Manis Canning & Associates,"Electronic Payments Coalition, Inc.",01/21/25-10/31/25
R025007,"Favazza, John F",Manis Canning & Associates,"FRAPORT Maryland, Inc.",01/27/25-03/28/25
R003553,"Favazza, John F",Manis Canning & Associates,NaphCare Inc.,02/05/20-10/31/20
R007147,"Favazza, John F",Manis Canning & Associates,Avail,01/14/21-10/31/21
R007148,"Favazza, John F",Manis Canning & Associates,American Investment Council,01/18/21-10/31/21
R004237,"Favazza, John F",Manis Canning & Associates,Baltimore Urban Revitalization LLC,12/07/20-10/31/21
R004238,"Favazza, John F",Manis Canning & Associates,"Baltimore Washington Rapid Rail, LLC",11/10/20-10/31/21
R004287,"Favazza, John F",Manis Canning & Associates,"Delmarva Poultry Industry, Inc.",11/01/20-10/31/21
R004293,"Favazza, John F",Manis Canning & Associates,"Holcim (US) Inc., Aggregate Industries Mgmt., Inc. and Firestone Bldg. Products (a/k/a LafargeHolcim USA)",11/17/20-10/31/21
R004300,"Favazza, John F",Manis Canning & Associates,Maryland Association of Certified Public Accountants,11/01/20-10/31/21
R004301,"Favazza, John F",Manis Canning & Associates,"Maryland Beer Wholesalers Association, Inc.",11/01/20-10/31/21
R004309,"Favazza, John F",Manis Canning & Associates,"MCNA Healthcare Holdings, LLC",11/10/20-10/31/21
R004315,"Favazza, John F",Manis Canning & Associates,Pfizer Inc.,11/01/20-10/31/21
R004345,"Favazza, John F",Manis Canning & Associates,"Sagamore Whiskey, LLC",11/01/20-10/31/21
R004350,"Favazza, John F",Manis Canning & Associates,"TEKsystems, Inc.",11/01/20-10/31/21
R004351,"Favazza, John F",Manis Canning & Associates,"Northeast Maglev, LLC, The",11/01/20-10/31/21
R002434,"Favazza, John F",Manis Canning & Associates,"MCNA Healthcare Holdings, LLC",11/18/19-10/31/20
R000291,"Favazza, John F",Manis Canning & Associates,"Allegis Group, Inc.",11/01/19-10/31/20
R000295,"Favazza, John F",Manis Canning & Associates,Allstate Insurance Company,01/06/20-10/31/20
R000318,"Favazza, John F",Manis Canning & Associates,Maryland Association of Certified Public Accountants,11/01/19-10/31/20
R000326,"Favazza, John F",Manis Canning & Associates,Maryland Jockey Club,11/01/19-10/31/20
R000334,"Favazza, John F",Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland",01/06/20-10/31/20
R008110,"Favazza, John F",Manis Canning & Associates,NaphCare Inc.,11/01/21-09/30/22
R004281,"Favazza, John F",Manis Canning & Associates,"CBAC Gaming, LLC (Horseshoe Casino)",11/01/20-10/31/21
R011487,"Favazza, John F",Manis Canning & Associates,"Hikma Specialty USA, Inc. c/o Velocity BioGroup",01/18/22-10/31/22
R008095,"Favazza, John F",Manis Canning & Associates,Junior Achievement of Central Maryland,11/01/21-10/31/22
R008082,"Favazza, John F",Manis Canning & Associates,American Chemistry Council,11/01/21-10/31/22
R008113,"Favazza, John F",Manis Canning & Associates,Pfizer Inc.,11/01/21-10/31/22
R008109,"Favazza, John F",Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland",11/15/21-10/31/22
R008096,"Favazza, John F",Manis Canning & Associates,Holcim Participations (US) Inc.,11/01/21-10/31/22
R008112,"Favazza, John F",Manis Canning & Associates,"Pepco Holdings, Inc.",11/01/21-10/31/22
R008118,"Favazza, John F",Manis Canning & Associates,"Northeast Maglev, LLC, The",11/01/21-10/31/22
R004278,"Favazza, John F",Manis Canning & Associates,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",11/17/20-10/31/21
R012231,"Favazza, John F",Manis Canning & Associates,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",12/07/22-10/31/23
R012230,"Favazza, John F",Manis Canning & Associates,BMG Money,11/01/22-10/31/23
R012240,"Favazza, John F",Manis Canning & Associates,Maryland Academy of Advanced Practice Clinicians,11/01/22-10/31/23
R012261,"Favazza, John F",Manis Canning & Associates,Washington County Community Coalition,11/01/22-10/31/23
R016253,"Favazza, John F",Manis Canning & Associates,Washington Suburban Sanitary Commission,01/30/23-10/31/23
R012260,"Favazza, John F",Manis Canning & Associates,"Toyota Motor North America, Inc.",12/07/22-10/31/23
R012241,"Favazza, John F",Manis Canning & Associates,Maryland Association of Certified Public Accountants,11/01/22-10/31/23
R015835,"Favazza, John F",Manis Canning & Associates,United Rentals c/o MultiState Associates LLC,01/02/23-10/31/23
R012243,"Favazza, John F",Manis Canning & Associates,"Maryland Jockey Club (Pimlico, Laurel and Rosecroft Racetracks)",11/01/22-10/31/23
R012256,"Favazza, John F",Manis Canning & Associates,"Sagamore Whiskey, LLC",11/30/22-10/31/23
R021727,"Favazza, John F",Manis Canning & Associates,"Historic Annapolis, Inc.",11/01/24-10/31/25
R021715,"Favazza, John F",Manis Canning & Associates,Alkermes,11/11/24-10/31/25
R021731,"Favazza, John F",Manis Canning & Associates,Maryland Patient Care and Access Coalition,11/04/24-10/31/25
R021733,"Favazza, John F",Manis Canning & Associates,"Motion Picture Association, Inc.",11/04/24-10/31/25
R016955,"Favazza, John F",Manis Canning & Associates,"Historic Annapolis, Inc.",11/01/23-10/31/24
R016957,"Favazza, John F",Manis Canning & Associates,Johns Hopkins,11/13/23-10/31/24
